CODIGOESTR,ESTRUCT,HORASFUNC1,HORASFUNC2,DIASFUNCME,SUBTIPO,SUBT,Luminaria.BAJOMEDICION,Luminaria.POTENCIA,POTENCIA_2,ALIMENTA_5,ALIM,SUBTIPO_1,TRAF,VOLTAJE,POTENCIA TRAFO,TRAFO,KWH
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,10,303599,36
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,10,303599,36
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,25,301507,36
APO0303,LCPS150PCC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T13,Sicoto - San Jose del Tambo,1,Transformador Monofásico en poste,7.97 kV,25,301507,36
APO0303,LCPS150PCC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T13,Sicoto - San Jose del Tambo,1,Transformador Monofásico en poste,7.97 kV,25,301507,36
APO0303,LCPS150PCC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T13,Sicoto - San Jose del Tambo,1,Transformador Monofásico en poste,7.97 kV,15,303514,36
APO0303,LCPS150PCC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T13,Sicoto - San Jose del Tambo,1,Transformador Monofásico en poste,7.97 kV,15,303514,36
APO0303,LCPS150PCC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T13,Sicoto - San Jose del Tambo,1,Transformador Monofásico en poste,7.97 kV,15,303520,36
APO0303,LCPS150PCC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T13,Sicoto - San Jose del Tambo,1,Transformador Monofásico en poste,7.97 kV,25,303524,36
APO0303,LCPS150PCC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T13,Sicoto - San Jose del Tambo,1,Transformador Monofásico en poste,7.97 kV,10,303525,36
APO0303,LCPS150PCC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T13,Sicoto - San Jose del Tambo,1,Transformador Monofásico en poste,7.97 kV,3,303533,36
APO0303,LCPS150PCC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T13,Sicoto - San Jose del Tambo,1,Transformador Monofásico en poste,7.97 kV,75,303927,36
APO0303,LCPS150PCC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T13,Sicoto - San Jose del Tambo,1,Transformador Monofásico en poste,7.97 kV,10,303638,36
APO0303,LCPS150PCC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T13,Sicoto - San Jose del Tambo,1,Transformador Monofásico en poste,7.62 kV,10,303638,36
APO0303,LCPS150PCC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T13,Sicoto - San Jose del Tambo,1,Transformador Monofásico en poste,7.62 kV,10,303638,36
APO0305,LDPS150PCC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T13,Sicoto - San Jose del Tambo,1,Transformador Monofásico en poste,7.97 kV,5,303639,36
APO0303,LCPS150PCC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,5,303639,36
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GR010T11,Guaranda - Vinchoa,1,Transformador Monofásico en poste,7.97 kV,10,302898,36
APO0314,LDPS400ACC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,10,302898,36
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,15,304097,36
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,15,304097,36
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,5,304118,36
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03EC030T14,Echeandía - Reserva 2 (Camaron),5,Transformador Trifásico en poste,13.2 kV,5,308293,36
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,10,303896,36
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,10,303896,36
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,10,301204,36
APO0310,LCPS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,10,301204,36
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,5,303928,36
APO0375,LDOS250ACC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,3,309771,36
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,10,303882,36
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,10,303360,36
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03EC030T11,Echeandía - Las Naves,5,Transformador Trifásico en poste,13.8 kV,15,303562,36
APO0305,LDPS150PCC,12,0,100,4,Sodio Cerrada,0,100,0,03GN020T11,Guanujo - Cuatro Esquinas,1,Transformador Monofásico en poste,7.62 kV,15,303562,36
APO0307,LDPS400PCC,12,0,100,4,Sodio Cerrada,0,100,0,03GN020T11,Guanujo - Cuatro Esquinas,1,Transformador Monofásico en poste,7.62 kV,15,303562,36
APO0307,LDPS400PCC,12,0,100,4,Sodio Cerrada,0,100,0,03GN020T11,Guanujo - Cuatro Esquinas,1,Transformador Monofásico en poste,7.62 kV,15,303562,36
APO0375,LDOS250ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GN020T11,Guanujo - Cuatro Esquinas,1,Transformador Monofásico en poste,7.62 kV,15,303562,36
APO0376,LDOS400ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GN020T11,Guanujo - Cuatro Esquinas,1,Transformador Monofásico en poste,7.97 kV,15,301123,36
APO0406,PDPM150ACC,12,0,100,7,Proyector de Mercurio,0,100,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,15,301123,36
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03EC030T14,Echeandía - Reserva 2 (Camaron),1,Transformador Monofásico en poste,7.97 kV,15,301123,36
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03EC030T14,Echeandía - Reserva 2 (Camaron),1,Transformador Monofásico en poste,7.62 kV,5,303428,36
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03EC030T14,Echeandía - Reserva 2 (Camaron),1,Transformador Monofásico en poste,7.97 kV,5,303428,36
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GN020T11,Guanujo - Cuatro Esquinas,1,Transformador Monofásico en poste,7.97 kV,10,303351,36
APO0376,LDOS400ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GN020T11,Guanujo - Cuatro Esquinas,1,Transformador Monofásico en poste,7.97 kV,15,303431,36
APO0619,LDOS250ADC,6,6,100,4,Sodio Cerrada,0,100,175,03GN020T11,Guanujo - Cuatro Esquinas,1,Transformador Monofásico en poste,7.97 kV,10,300023,50
APO0303,LCPS150PCC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,5,303318,36
APO0303,LCPS150PCC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,25,303437,36
APO0303,LCPS150PCC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,10,303346,36
APO0303,LCPS150PCC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,5,303323,36
APO0303,LCPS150PCC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,10,303279,36
APO0303,LCPS150PCC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T13,Sicoto - San Jose del Tambo,1,Transformador Monofásico en poste,7.97 kV,5,303288,36
APO0303,LCPS150PCC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T13,Sicoto - San Jose del Tambo,1,Transformador Monofásico en poste,7.62 kV,5,21660,36
APO0303,LCPS150PCC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T13,Sicoto - San Jose del Tambo,1,Transformador Monofásico en poste,7.62 kV,10,303289,36
APO0303,LCPS150PCC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T13,Sicoto - San Jose del Tambo,1,Transformador Monofásico en poste,7.62 kV,5,304935,36
APO0303,LCPS150PCC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T13,Sicoto - San Jose del Tambo,1,Transformador Monofásico en poste,7.97 kV,10,303281,36
APO0303,LCPS150PCC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T13,Sicoto - San Jose del Tambo,1,Transformador Monofásico en poste,7.97 kV,10,303275,36
APO0303,LCPS150PCC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T13,Sicoto - San Jose del Tambo,1,Transformador Monofásico en poste,7.97 kV,10,303275,36
APO0303,LCPS150PCC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T13,Sicoto - San Jose del Tambo,1,Transformador Monofásico en poste,7.97 kV,10,303275,36
APO0303,LCPS150PCC,12,0,100,4,Sodio Cerrada,0,100,0,,#N/D,0,#N/D,#N/D,10,303275,36
APO0309,LCPS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T13,Sicoto - San Jose del Tambo,1,Transformador Monofásico en poste,7.97 kV,37.5,303958,36
APO0313,LDPS250ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GN020T11,Guanujo - Cuatro Esquinas,1,Transformador Monofásico en poste,7.97 kV,15,303916,36
APO0306,LDPS250PCC,12,0,100,4,Sodio Cerrada,0,100,0,03GN020T11,Guanujo - Cuatro Esquinas,1,Transformador Monofásico en poste,7.97 kV,15,303916,36
APO0619,LDOS250ADC,6,6,100,4,Sodio Cerrada,0,100,175,03EC030T13,Echeandía-Centro,1,Transformador Monofásico en poste,7.97 kV,3,303943,50
APO0110,LDSM125ACA,12,0,100,2,Mercurio Abierta,0,100,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,3,303943,36
APO0110,LDSM125ACA,12,0,100,2,Mercurio Abierta,0,100,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,10,303953,36
APO0110,LDSM125ACA,12,0,100,2,Mercurio Abierta,0,100,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,10,303654,36
APO0110,LDSM125ACA,12,0,100,2,Mercurio Abierta,0,100,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,10,303656,36
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,15,303652,36
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,15,303652,36
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03EC030T11,Echeandía - Las Naves,5,Transformador Trifásico en poste,13.8 kV,15,303652,36
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03EC030T11,Echeandía - Las Naves,5,Transformador Trifásico en poste,13.8 kV,10,303601,36
APO0619,LDOS250ADC,6,6,100,4,Sodio Cerrada,0,100,175,03EC030T11,Echeandía - Las Naves,5,Transformador Trifásico en poste,13.8 kV,25,303625,50
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03EC030T14,Echeandía - Reserva 2 (Camaron),1,Transformador Monofásico en poste,7.97 kV,37.5,303624,36
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,15,303623,36
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,10,303640,36
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03EC030T12,Echeandia Sabanetillas,1,Transformador Monofásico en poste,7.97 kV,10,303628,36
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03EC030T12,Echeandia Sabanetillas,1,Transformador Monofásico en poste,7.97 kV,10,303628,36
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,250,0,03EC030T12,Echeandia Sabanetillas,1,Transformador Monofásico en poste,7.97 kV,5,303519,90
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,250,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,10,304086,90
APO0309,LCPS100ACC,12,0,100,4,Sodio Cerrada,0,250,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,37.5,303624,90
APO0309,LCPS100ACC,12,0,100,4,Sodio Cerrada,0,250,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,5,303320,90
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,250,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,15,303932,90
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,250,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,15,303932,90
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,250,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,15,303932,90
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,250,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,25,303295,90
APO0303,LCPS150PCC,12,0,100,4,Sodio Cerrada,0,400,0,03SI060T13,Sicoto - San Jose del Tambo,1,Transformador Monofásico en poste,7.97 kV,37.5,304088,144
APO0303,LCPS150PCC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,150,303474,36
APO0303,LCPS150PCC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.62 kV,25,303473,36
APO0303,LCPS150PCC,12,0,100,4,Sodio Cerrada,0,150,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,10,302865,54
APO0303,LCPS150PCC,12,0,100,4,Sodio Cerrada,0,150,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,50,303480,54
APO0303,LCPS150PCC,12,0,100,4,Sodio Cerrada,0,150,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,37.5,303462,54
APO0303,LCPS150PCC,12,0,100,3,Sodio Abierta,0,150,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,25,303473,54
APO0303,LCPS150PCC,12,0,100,4,Sodio Cerrada,0,150,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,45,303467,54
APO0303,LCPS150PCC,12,0,100,4,Sodio Cerrada,0,150,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,150,303474,54
APO0303,LCPS150PCC,12,0,100,4,Sodio Cerrada,0,150,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,150,303474,54
APO0110,LDSM125ACA,12,0,100,2,Mercurio Abierta,0,150,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,150,303474,54
APO0110,LDSM125ACA,12,0,100,2,Mercurio Abierta,0,150,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,10,303483,54
APO0110,LDSM125ACA,12,0,100,2,Mercurio Abierta,0,150,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,15,304761,54
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,250,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,37.5,303463,90
APO0110,LDSM125ACA,12,0,100,2,Mercurio Abierta,0,250,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,37.5,303463,90
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,250,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,45,303467,90
APO0110,LDSM125ACA,12,0,100,2,Mercurio Abierta,0,250,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,50,304763,90
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,120,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,50,303700,43
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,120,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,50,303700,43
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,120,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,50,303585,43
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,120,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,50,303585,43
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,120,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,50,303700,43
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,120,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,50,303700,43
APO0306,LDPS250PCC,12,0,100,4,Sodio Cerrada,0,120,0,03GN020T11,Guanujo - Cuatro Esquinas,1,Transformador Monofásico en poste,7.97 kV,50,303585,43
APO0306,LDPS250PCC,12,0,100,4,Sodio Cerrada,0,120,0,03GN020T11,Guanujo - Cuatro Esquinas,1,Transformador Monofásico en poste,7.97 kV,50,303585,43
APO0306,LDPS250PCC,12,0,100,4,Sodio Cerrada,0,120,0,03GN020T11,Guanujo - Cuatro Esquinas,1,Transformador Monofásico en poste,7.97 kV,50,303585,43
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,120,0,03GN020T11,Guanujo - Cuatro Esquinas,1,Transformador Monofásico en poste,7.62 kV,50,303700,43
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,120,0,03GR010T11,Guaranda - Vinchoa,1,Transformador Monofásico en poste,7.97 kV,50,303700,43
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,120,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,50,303700,43
APO0206,LDPM175ACC,12,0,100,1,Mercurio Cerrada,0,120,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,50,303700,43
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,120,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,50,303700,43
APO0375,LDOS250ACC,12,0,100,4,Sodio Cerrada,0,120,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,50,303585,43
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,120,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,50,303585,43
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,120,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,50,300070,43
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,120,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,50,303700,43
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,120,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,50,303700,43
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,120,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,50,303700,43
APO0406,PDPM150ACC,12,0,100,7,Proyector de Mercurio,0,120,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,50,303700,43
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,120,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,50,303700,43
APO0303,LCPS150PCC,12,0,100,4,Sodio Cerrada,0,120,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,50,303700,43
APO0303,LCPS150PCC,12,0,100,4,Sodio Cerrada,0,120,0,03CO040T13,Cochabamba - Balsapamba,1,Transformador Monofásico en poste,7.97 kV,50,303700,43
APO0303,LCPS150PCC,12,0,100,4,Sodio Cerrada,0,120,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,50,300070,43
APO0305,LDPS150PCC,12,0,100,4,Sodio Cerrada,0,120,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,50,300070,43
APO0305,LDPS150PCC,12,0,100,4,Sodio Cerrada,0,120,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,50,300070,43
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,120,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,50,300070,43
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,120,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,50,300070,43
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,120,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,15,302652,43
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,37.5,301438,54
APO0309,LCPS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T11,Guaranda - Vinchoa,1,Transformador Monofásico en poste,7.97 kV,15,OID3283,54
APO0309,LCPS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T11,Guaranda - Vinchoa,1,Transformador Monofásico en poste,7.97 kV,25,301160,54
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GN020T11,Guanujo - Cuatro Esquinas,1,Transformador Monofásico en poste,7.97 kV,5,303276,54
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T11,Guaranda - Vinchoa,1,Transformador Monofásico en poste,7.97 kV,5,303276,54
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GN020T11,Guanujo - Cuatro Esquinas,1,Transformador Monofásico en poste,7.97 kV,5,303276,54
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GN020T11,Guanujo - Cuatro Esquinas,1,Transformador Monofásico en poste,7.62 kV,5,303276,54
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GN020T11,Guanujo - Cuatro Esquinas,1,Transformador Monofásico en poste,7.97 kV,5,303276,54
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GN020T11,Guanujo - Cuatro Esquinas,1,Transformador Monofásico en poste,7.97 kV,15,308307,54
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03EC030T14,Echeandía - Reserva 2 (Camaron),1,Transformador Monofásico en poste,7.62 kV,25,307334,36
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03EC030T14,Echeandía - Reserva 2 (Camaron),1,Transformador Monofásico en poste,7.62 kV,10,308229,54
APO0375,LDOS250ACC,12,0,100,4,Sodio Cerrada,0,150,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,10,308229,54
APO0375,LDOS250ACC,12,0,100,4,Sodio Cerrada,0,150,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,10,308229,54
APO0375,LDOS250ACC,12,0,100,4,Sodio Cerrada,0,150,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,10,308229,54
APO0375,LDOS250ACC,12,0,100,4,Sodio Cerrada,0,150,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,10,308229,54
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,10,308229,54
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,10,308229,54
APO0504,PDPS250ACC,12,0,100,6,Proyector de Sodio,0,150,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,10,308229,54
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,10,308229,54
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,10,308229,54
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,10,308229,54
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,10,308229,54
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,10,308229,54
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,10,308229,54
APO0617,LDOS150ADC,6,6,100,4,Sodio Cerrada,0,150,105,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,10,308229,46
APO0305,LDPS150PCC,12,0,100,4,Sodio Cerrada,0,150,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,10,308229,54
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,10,308229,54
